Date,W/L,W-L,Rank,Attendance,Streak,Prev_W/L,Prev_W-L,Prev_Rank,Prev_Streak,Prev_IsOvertime,Winning_Rate,Day,Month
"Wednesday, Sep 15",L,95-51,1.0,21212.0,-1,W,95-50,1.0,9.0,0.0,0.6551724137931034,Wednesday,Sep
"Thursday, Sep 16",L,95-52,1.0,23379.0,-2,L,95-51,1.0,-1.0,0.0,0.6506849315068494,Thursday,Sep
"Friday, Sep 17",W,96-52,1.0,26644.0,1,L,95-52,1.0,-2.0,0.0,0.6462585034013606,Friday,Sep
"Saturday, Sep 18",W,97-52,1.0,32058.0,2,W,96-52,1.0,1.0,1.0,0.6486486486486487,Saturday,Sep
"Sunday, Sep 19",L,97-53,1.0,32210.0,-1,W,97-52,1.0,2.0,0.0,0.6510067114093959,Sunday,Sep
"Tuesday, Sep 21",W,98-53,1.0,36439.0,1,L,97-53,1.0,-1.0,0.0,0.6466666666666666,Tuesday,Sep
"Wednesday, Sep 22",W,99-53,1.0,38189.0,2,W,98-53,1.0,1.0,0.0,0.6490066225165563,Wednesday,Sep
"Thursday, Sep 23",L,99-54,1.0,31049.0,-1,W,99-53,1.0,2.0,0.0,0.6513157894736842,Thursday,Sep
"Friday, Sep 24",W,100-54,1.0,41613.0,1,L,99-54,1.0,-1.0,1.0,0.6470588235294118,Friday,Sep
"Saturday, Sep 25",W,101-54,1.0,45063.0,2,W,100-54,1.0,1.0,0.0,0.6493506493506493,Saturday,Sep
"Sunday, Sep 26",W,102-54,1.0,31043.0,3,W,101-54,1.0,2.0,0.0,0.6516129032258065,Sunday,Sep
"Tuesday, Sep 28",W,103-54,1.0,28122.0,4,W,102-54,1.0,3.0,0.0,0.6538461538461539,Tuesday,Sep
"Wednesday, Sep 29",W,104-54,1.0,23110.0,5,W,103-54,1.0,4.0,0.0,0.6560509554140127,Wednesday,Sep
"Thursday, Sep 30",W,105-54,1.0,27503.0,6,W,104-54,1.0,5.0,0.0,0.6582278481012658,Thursday,Sep
"Friday, Oct 1",W,106-54,1.0,33975.0,7,W,105-54,1.0,6.0,1.0,0.660377358490566,Friday,Oct
"Saturday, Oct 2",L,106-55,1.0,40760.0,-1,W,106-54,1.0,7.0,0.0,0.6625,Saturday,Oct
"Sunday, Oct 3",W,107-55,1.0,36901.0,1,L,106-55,1.0,-1.0,0.0,0.6583850931677019,Sunday,Oct
"Friday, Apr 8",W,1-0,1.0,40853.0,1,,0-0,,,,,Friday,Apr
"Saturday, Apr 9",L,1-1,2.0,38885.0,-1,W,1-0,1.0,1.0,1.0,1.0,Saturday,Apr
"Sunday, Apr 10",W,2-1,2.0,37332.0,1,L,1-1,2.0,-1.0,0.0,0.5,Sunday,Apr
"Monday, Apr 11",L,2-2,3.0,23279.0,-1,W,2-1,2.0,1.0,0.0,0.6666666666666666,Monday,Apr
"Tuesday, Apr 12",W,3-2,3.0,25560.0,1,L,2-2,3.0,-1.0,0.0,0.5,Tuesday,Apr
"Wednesday, Apr 13",W,4-2,2.0,27197.0,2,W,3-2,3.0,1.0,0.0,0.6,Wednesday,Apr
"Friday, Apr 15",W,5-2,1.0,33469.0,3,W,4-2,2.0,2.0,0.0,0.6666666666666666,Friday,Apr
"Saturday, Apr 16",W,6-2,1.0,13187.0,4,W,5-2,1.0,3.0,0.0,0.7142857142857143,Saturday,Apr
"Sunday, Apr 17",W,7-2,1.0,9620.0,5,W,6-2,1.0,4.0,0.0,0.75,Sunday,Apr
"Tuesday, Apr 19 (2)",L,7-4,3.0,27490.0,-2,W,7-2,1.0,5.0,0.0,0.7777777777777778,Tuesday,Apr
"Wednesday, Apr 20",W,8-4,2.0,30050.0,1,L,7-4,3.0,-2.0,0.0,0.6363636363636364,Wednesday,Apr
"Thursday, Apr 21",L,8-5,4.0,28760.0,-1,W,8-4,2.0,1.0,0.0,0.6666666666666666,Thursday,Apr
"Friday, Apr 22",W,9-5,2.0,23751.0,1,L,8-5,4.0,-1.0,0.0,0.6153846153846154,Friday,Apr
"Saturday, Apr 23",W,10-5,2.0,27799.0,2,W,9-5,2.0,1.0,0.0,0.6428571428571429,Saturday,Apr
"Sunday, Apr 24",W,11-5,2.0,26003.0,3,W,10-5,2.0,2.0,0.0,0.6666666666666666,Sunday,Apr
"Monday, Apr 25",W,12-5,2.0,21186.0,4,W,11-5,2.0,3.0,0.0,0.6875,Monday,Apr
"Tuesday, Apr 26",W,13-5,1.0,32898.0,5,W,12-5,2.0,4.0,0.0,0.7058823529411765,Tuesday,Apr
"Wednesday, Apr 27",L,13-6,1.0,32014.0,-1,W,13-5,1.0,5.0,0.0,0.7222222222222222,Wednesday,Apr
"Friday, Apr 29",L,13-7,3.0,38256.0,-2,L,13-6,1.0,-1.0,0.0,0.6842105263157895,Friday,Apr
"Saturday, Apr 30",W,14-7,1.0,33241.0,1,L,13-7,3.0,-2.0,0.0,0.65,Saturday,Apr
"Sunday, May 1",L,14-8,3.0,38451.0,-1,W,14-7,1.0,1.0,0.0,0.6666666666666666,Sunday,May
"Tuesday, May 3",L,14-9,3.0,43370.0,-2,L,14-8,3.0,-1.0,0.0,0.6363636363636364,Tuesday,May
"Wednesday, May 4",L,14-10,3.0,52203.0,-3,L,14-9,3.0,-2.0,0.0,0.6086956521739131,Wednesday,May
"Thursday, May 5",L,14-11,4.0,22562.0,-4,L,14-10,3.0,-3.0,0.0,0.5833333333333334,Thursday,May
"Friday, May 6",L,14-12,4.0,28898.0,-5,L,14-11,4.0,-4.0,0.0,0.56,Friday,May
"Saturday, May 7",W,15-12,4.0,40113.0,1,L,14-12,4.0,-5.0,0.0,0.5384615384615384,Saturday,May
"Sunday, May 8",W,16-12,3.0,38193.0,2,W,15-12,4.0,1.0,0.0,0.5555555555555556,Sunday,May
"Monday, May 9",W,17-12,3.0,20039.0,3,W,16-12,3.0,2.0,0.0,0.5714285714285714,Monday,May
"Tuesday, May 10",W,18-12,3.0,21472.0,4,W,17-12,3.0,3.0,0.0,0.5862068965517241,Tuesday,May
"Wednesday, May 11",W,19-12,3.0,23341.0,5,W,18-12,3.0,4.0,0.0,0.6,Wednesday,May
"Friday, May 13",W,20-12,3.0,39612.0,6,W,19-12,3.0,5.0,0.0,0.6129032258064516,Friday,May
"Saturday, May 14",L,20-13,3.0,44537.0,-1,W,20-12,3.0,6.0,0.0,0.625,Saturday,May
"Sunday, May 15",L,20-14,3.0,39703.0,-2,L,20-13,3.0,-1.0,0.0,0.6060606060606061,Sunday,May
"Monday, May 16",W,21-14,3.0,23180.0,1,L,20-14,3.0,-2.0,0.0,0.5882352941176471,Monday,May
"Tuesday, May 17",W,22-14,3.0,25735.0,2,W,21-14,3.0,1.0,0.0,0.6,Tuesday,May
"Wednesday, May 18",L,22-15,3.0,26713.0,-1,W,22-14,3.0,2.0,0.0,0.6111111111111112,Wednesday,May
"Friday, May 20",L,22-16,3.0,31359.0,-2,L,22-15,3.0,-1.0,0.0,0.5945945945945946,Friday,May
"Saturday, May 21",L,22-17,3.0,38916.0,-3,L,22-16,3.0,-2.0,0.0,0.5789473684210527,Saturday,May
"Sunday, May 22",L,22-18,3.0,35363.0,-4,L,22-17,3.0,-3.0,0.0,0.5641025641025641,Sunday,May
"Monday, May 23",L,22-19,3.0,25690.0,-5,L,22-18,3.0,-4.0,0.0,0.55,Monday,May
"Tuesday, May 24",W,23-19,3.0,27683.0,1,L,22-19,3.0,-5.0,0.0,0.5365853658536586,Tuesday,May
"Wednesday, May 25",W,24-19,3.0,27432.0,2,W,23-19,3.0,1.0,1.0,0.5476190476190477,Wednesday,May
"Friday, May 27",L,24-20,3.0,19000.0,-1,W,24-19,3.0,2.0,0.0,0.5581395348837209,Friday,May
"Saturday, May 28",L,24-21,3.0,26655.0,-2,L,24-20,3.0,-1.0,0.0,0.5454545454545454,Saturday,May
"Sunday, May 29",W,25-21,3.0,20439.0,1,L,24-21,3.0,-2.0,0.0,0.5333333333333333,Sunday,May
"Monday, May 30",W,26-21,3.0,26650.0,2,W,25-21,3.0,1.0,0.0,0.5434782608695652,Monday,May
"Tuesday, May 31",W,27-21,3.0,20927.0,3,W,26-21,3.0,2.0,0.0,0.5531914893617021,Tuesday,May
"Wednesday, Jun 1",L,27-22,3.0,22213.0,-1,W,27-21,3.0,3.0,0.0,0.5625,Wednesday,Jun
"Thursday, Jun 2",L,27-23,3.0,8202.0,-2,L,27-22,3.0,-1.0,0.0,0.5510204081632653,Thursday,Jun
"Friday, Jun 3",W,28-23,3.0,6512.0,1,L,27-23,3.0,-2.0,0.0,0.54,Friday,Jun
"Saturday, Jun 4",L,28-24,3.0,7515.0,-1,W,28-23,3.0,1.0,0.0,0.5490196078431373,Saturday,Jun
"Sunday, Jun 5",W,29-24,3.0,9641.0,1,L,28-24,3.0,-1.0,1.0,0.5384615384615384,Sunday,Jun
"Tuesday, Jun 7",L,29-25,3.0,24785.0,-1,W,29-24,3.0,1.0,0.0,0.5471698113207547,Tuesday,Jun
"Wednesday, Jun 8",W,30-25,3.0,21535.0,1,L,29-25,3.0,-1.0,0.0,0.5370370370370371,Wednesday,Jun
"Thursday, Jun 9",L,30-26,3.0,23780.0,-1,W,30-25,3.0,1.0,1.0,0.5454545454545454,Thursday,Jun
"Friday, Jun 10",W,31-26,3.0,39701.0,1,L,30-26,3.0,-1.0,0.0,0.5357142857142857,Friday,Jun
"Saturday, Jun 11",W,32-26,3.0,41236.0,2,W,31-26,3.0,1.0,0.0,0.543859649122807,Saturday,Jun
"Sunday, Jun 12",W,33-26,3.0,41197.0,3,W,32-26,3.0,2.0,0.0,0.5517241379310345,Sunday,Jun
"Monday, Jun 13",W,34-26,3.0,22185.0,4,W,33-26,3.0,3.0,0.0,0.559322033898305,Monday,Jun
"Tuesday, Jun 14",W,35-26,3.0,24386.0,5,W,34-26,3.0,4.0,0.0,0.5666666666666667,Tuesday,Jun
"Wednesday, Jun 15",L,35-27,3.0,25527.0,-1,W,35-26,3.0,5.0,0.0,0.5737704918032787,Wednesday,Jun
"Friday, Jun 17",W,36-27,3.0,19075.0,1,L,35-27,3.0,-1.0,0.0,0.5645161290322581,Friday,Jun
"Saturday, Jun 18",W,37-27,3.0,26041.0,2,W,36-27,3.0,1.0,0.0,0.5714285714285714,Saturday,Jun
"Sunday, Jun 19",L,37-28,3.0,23905.0,-1,W,37-27,3.0,2.0,0.0,0.578125,Sunday,Jun
"Monday, Jun 20",L,37-29,3.0,40589.0,-2,L,37-28,3.0,-1.0,1.0,0.5692307692307692,Monday,Jun
"Tuesday, Jun 21",W,38-29,3.0,35384.0,1,L,37-29,3.0,-2.0,1.0,0.5606060606060606,Tuesday,Jun
"Wednesday, Jun 22",L,38-30,3.0,38478.0,-1,W,38-29,3.0,1.0,0.0,0.5671641791044776,Wednesday,Jun
"Thursday, Jun 23",L,38-31,3.0,36870.0,-2,L,38-30,3.0,-1.0,1.0,0.5588235294117647,Thursday,Jun
"Friday, Jun 24",L,38-32,3.0,29178.0,-3,L,38-31,3.0,-2.0,0.0,0.5507246376811594,Friday,Jun
"Saturday, Jun 25",W,39-32,3.0,40115.0,1,L,38-32,3.0,-3.0,0.0,0.5428571428571428,Saturday,Jun
"Sunday, Jun 26",L,39-33,3.0,32285.0,-1,W,39-32,3.0,1.0,0.0,0.5492957746478874,Sunday,Jun
"Tuesday, Jun 28",W,40-33,3.0,28004.0,1,L,39-33,3.0,-1.0,0.0,0.5416666666666666,Tuesday,Jun
"Wednesday, Jun 29",L,40-34,3.0,26576.0,-1,W,40-33,3.0,1.0,0.0,0.547945205479452,Wednesday,Jun
"Friday, Jul 1",L,40-35,3.0,35266.0,-2,L,40-34,3.0,-1.0,0.0,0.5405405405405406,Friday,Jul
"Saturday, Jul 2",L,40-36,3.0,30804.0,-3,L,40-35,3.0,-2.0,0.0,0.5333333333333333,Saturday,Jul
"Sunday, Jul 3",L,40-37,3.0,30155.0,-4,L,40-36,3.0,-3.0,0.0,0.5263157894736842,Sunday,Jul
"Monday, Jul 4",L,40-38,3.0,27752.0,-5,L,40-37,3.0,-4.0,0.0,0.5194805194805194,Monday,Jul
"Tuesday, Jul 5",L,40-39,3.0,14467.0,-6,L,40-38,3.0,-5.0,0.0,0.5128205128205128,Tuesday,Jul
"Wednesday, Jul 6",W,41-39,3.0,13445.0,1,L,40-39,3.0,-6.0,0.0,0.5063291139240507,Wednesday,Jul
"Thursday, Jul 7",L,41-40,3.0,42656.0,-1,W,41-39,3.0,1.0,0.0,0.5125,Thursday,Jul
"Friday, Jul 8",L,41-41,3.0,42861.0,-2,L,41-40,3.0,-1.0,1.0,0.5061728395061729,Friday,Jul
"Saturday, Jul 9",W,42-41,3.0,41714.0,1,L,41-41,3.0,-2.0,0.0,0.5,Saturday,Jul
"Sunday, Jul 10",W,43-41,3.0,38712.0,2,W,42-41,3.0,1.0,0.0,0.5060240963855421,Sunday,Jul
"Monday, Jul 11",L,43-42,3.0,25325.0,-1,W,43-41,3.0,2.0,0.0,0.5119047619047619,Monday,Jul
"Tuesday, Jul 12",W,44-42,3.0,23353.0,1,L,43-42,3.0,-1.0,0.0,0.5058823529411764,Tuesday,Jul
"Wednesday, Jul 13",W,45-42,3.0,27055.0,2,W,44-42,3.0,1.0,0.0,0.5116279069767442,Wednesday,Jul
"Thursday, Jul 14",L,45-43,3.0,26994.0,-1,W,45-42,3.0,2.0,1.0,0.5172413793103449,Thursday,Jul
"Friday, Jul 15",W,46-43,3.0,28244.0,1,L,45-43,3.0,-1.0,0.0,0.5113636363636364,Friday,Jul
"Saturday, Jul 16",W,47-43,3.0,41279.0,2,W,46-43,3.0,1.0,1.0,0.5168539325842697,Saturday,Jul
"Sunday, Jul 17",W,48-43,3.0,30584.0,3,W,47-43,3.0,2.0,0.0,0.5222222222222223,Sunday,Jul
"Thursday, Jul 21",L,48-44,3.0,53165.0,-1,W,48-43,3.0,3.0,0.0,0.5274725274725275,Thursday,Jul
"Friday, Jul 22",L,48-45,3.0,51316.0,-2,L,48-44,3.0,-1.0,0.0,0.5217391304347826,Friday,Jul
"Saturday, Jul 23",L,48-46,3.0,47749.0,-3,L,48-45,3.0,-2.0,0.0,0.5161290322580645,Saturday,Jul
"Sunday, Jul 24",L,48-47,3.0,47505.0,-4,L,48-46,3.0,-3.0,0.0,0.5106382978723404,Sunday,Jul
"Monday, Jul 25",L,48-48,3.0,16100.0,-5,L,48-47,3.0,-4.0,0.0,0.5052631578947369,Monday,Jul
"Tuesday, Jul 26",L,48-49,3.0,16989.0,-6,L,48-48,3.0,-5.0,0.0,0.5,Tuesday,Jul
"Wednesday, Jul 27",L,48-50,3.0,17043.0,-7,L,48-49,3.0,-6.0,0.0,0.4948453608247423,Wednesday,Jul
"Thursday, Jul 28",W,49-50,3.0,32259.0,1,L,48-50,3.0,-7.0,0.0,0.4897959183673469,Thursday,Jul
"Friday, Jul 29",L,49-51,3.0,30376.0,-1,W,49-50,3.0,1.0,0.0,0.494949494949495,Friday,Jul
"Saturday, Jul 30",W,50-51,3.0,40971.0,1,L,49-51,3.0,-1.0,0.0,0.49,Saturday,Jul
"Sunday, Jul 31",W,51-51,3.0,33622.0,2,W,50-51,3.0,1.0,0.0,0.49504950495049505,Sunday,Jul
"Monday, Aug 1",L,51-52,3.0,34865.0,-1,W,51-51,3.0,2.0,0.0,0.5,Monday,Aug
"Tuesday, Aug 2",L,51-53,3.0,32798.0,-2,L,51-52,3.0,-1.0,0.0,0.49514563106796117,Tuesday,Aug
"Wednesday, Aug 3",L,51-54,3.0,35400.0,-3,L,51-53,3.0,-2.0,0.0,0.49038461538461536,Wednesday,Aug
"Thursday, Aug 4",L,51-55,3.0,34640.0,-4,L,51-54,3.0,-3.0,0.0,0.4857142857142857,Thursday,Aug
"Saturday, Aug 6",W,52-55,3.0,40065.0,1,L,51-55,3.0,-4.0,0.0,0.4811320754716981,Saturday,Aug
"Sunday, Aug 7",W,53-55,3.0,31605.0,2,W,52-55,3.0,1.0,0.0,0.48598130841121495,Sunday,Aug
"Monday, Aug 8",W,54-55,3.0,40686.0,3,W,53-55,3.0,2.0,0.0,0.49074074074074076,Monday,Aug
"Tuesday, Aug 9",L,54-56,3.0,38626.0,-1,W,54-55,3.0,3.0,0.0,0.4954128440366973,Tuesday,Aug
"Wednesday, Aug 10",L,54-57,3.0,32834.0,-2,L,54-56,3.0,-1.0,1.0,0.4909090909090909,Wednesday,Aug
"Friday, Aug 12",W,55-57,3.0,33328.0,1,L,54-57,3.0,-2.0,0.0,0.4864864864864865,Friday,Aug
"Saturday, Aug 13",W,56-57,3.0,38049.0,2,W,55-57,3.0,1.0,0.0,0.49107142857142855,Saturday,Aug
"Sunday, Aug 14",W,57-57,3.0,36471.0,3,W,56-57,3.0,2.0,0.0,0.49557522123893805,Sunday,Aug
"Monday, Aug 15",W,58-57,3.0,20694.0,4,W,57-57,3.0,3.0,1.0,0.5,Monday,Aug
"Tuesday, Aug 16",W,59-57,3.0,20897.0,5,W,58-57,3.0,4.0,0.0,0.5043478260869565,Tuesday,Aug
"Wednesday, Aug 17",L,59-58,3.0,22649.0,-1,W,59-57,3.0,5.0,1.0,0.5086206896551724,Wednesday,Aug
"Thursday, Aug 18",L,59-59,3.0,26197.0,-2,L,59-58,3.0,-1.0,0.0,0.5042735042735043,Thursday,Aug
"Friday, Aug 19",L,59-60,3.0,31604.0,-3,L,59-59,3.0,-2.0,0.0,0.5,Friday,Aug
"Saturday, Aug 20",L,59-61,3.0,35278.0,-4,L,59-60,3.0,-3.0,0.0,0.4957983193277311,Saturday,Aug
"Sunday, Aug 21",W,60-61,3.0,30682.0,1,L,59-61,3.0,-4.0,1.0,0.49166666666666664,Sunday,Aug
"Tuesday, Aug 23",W,61-61,3.0,21123.0,2,W,60-61,3.0,1.0,0.0,0.49586776859504134,Tuesday,Aug
"Wednesday, Aug 24",L,61-62,3.0,17400.0,-1,W,61-61,3.0,2.0,0.0,0.5,Wednesday,Aug
"Friday, Aug 26",L,61-63,3.0,25246.0,-2,L,61-62,3.0,-1.0,0.0,0.4959349593495935,Friday,Aug
"Saturday, Aug 27",L,61-64,3.0,27570.0,-3,L,61-63,3.0,-2.0,0.0,0.49193548387096775,Saturday,Aug
"Sunday, Aug 28",L,61-65,3.0,25285.0,-4,L,61-64,3.0,-3.0,1.0,0.488,Sunday,Aug
"Monday, Aug 29",L,61-66,3.0,24815.0,-5,L,61-65,3.0,-4.0,0.0,0.48412698412698413,Monday,Aug
"Tuesday, Aug 30",L,61-67,3.0,28267.0,-6,L,61-66,3.0,-5.0,0.0,0.48031496062992124,Tuesday,Aug
"Wednesday, Aug 31",L,61-68,3.0,25298.0,-7,L,61-67,3.0,-6.0,0.0,0.4765625,Wednesday,Aug
"Friday, Sep 2",W,62-68,4.0,32840.0,1,L,61-68,3.0,-7.0,0.0,0.4728682170542636,Friday,Sep
"Saturday, Sep 3",W,63-68,3.0,40010.0,2,W,62-68,4.0,1.0,0.0,0.47692307692307695,Saturday,Sep
"Sunday, Sep 4",W,64-68,3.0,41189.0,3,W,63-68,3.0,2.0,0.0,0.48091603053435117,Sunday,Sep
"Monday, Sep 5",W,65-68,3.0,51887.0,4,W,64-68,3.0,3.0,1.0,0.48484848484848486,Monday,Sep
"Tuesday, Sep 6",L,65-69,3.0,39752.0,-1,W,65-68,3.0,4.0,0.0,0.48872180451127817,Tuesday,Sep
"Wednesday, Sep 7",L,65-70,3.0,39237.0,-2,L,65-69,3.0,-1.0,0.0,0.48507462686567165,Wednesday,Sep
"Thursday, Sep 8 (2)",L,65-72,4.0,23019.0,-4,L,65-70,3.0,-2.0,0.0,0.48148148148148145,Thursday,Sep
"Friday, Sep 9",L,65-73,4.0,31309.0,-5,L,65-72,4.0,-4.0,0.0,0.4744525547445255,Friday,Sep
"Saturday, Sep 10",W,66-73,3.0,40086.0,1,L,65-73,4.0,-5.0,0.0,0.47101449275362317,Saturday,Sep
"Sunday, Sep 11",W,67-73,3.0,30004.0,2,W,66-73,3.0,1.0,0.0,0.4748201438848921,Sunday,Sep
"Monday, Sep 12",W,68-73,3.0,23790.0,3,W,67-73,3.0,2.0,0.0,0.4785714285714286,Monday,Sep
"Tuesday, Sep 13",L,68-74,3.0,24872.0,-1,W,68-73,3.0,3.0,0.0,0.48226950354609927,Tuesday,Sep
"Wednesday, Sep 14",W,69-74,3.0,25093.0,1,L,68-74,3.0,-1.0,0.0,0.4788732394366197,Wednesday,Sep
"Friday, Sep 16",L,69-75,3.0,37487.0,-1,W,69-74,3.0,1.0,0.0,0.4825174825174825,Friday,Sep
"Saturday, Sep 17",L,69-76,3.0,40171.0,-2,L,69-75,3.0,-1.0,0.0,0.4791666666666667,Saturday,Sep
"Sunday, Sep 18",L,69-77,3.0,32137.0,-3,L,69-76,3.0,-2.0,0.0,0.47586206896551725,Sunday,Sep
"Monday, Sep 19",W,70-77,3.0,23055.0,1,L,69-77,3.0,-3.0,0.0,0.4726027397260274,Monday,Sep
"Tuesday, Sep 20",W,71-77,3.0,23942.0,2,W,70-77,3.0,1.0,0.0,0.47619047619047616,Tuesday,Sep
"Wednesday, Sep 21",W,72-77,3.0,23293.0,3,W,71-77,3.0,2.0,0.0,0.4797297297297297,Wednesday,Sep
"Thursday, Sep 22",W,73-77,3.0,25669.0,4,W,72-77,3.0,3.0,0.0,0.48322147651006714,Thursday,Sep
"Friday, Sep 23",W,74-77,3.0,25949.0,5,W,73-77,3.0,4.0,0.0,0.4866666666666667,Friday,Sep
"Saturday, Sep 24",L,74-78,3.0,24504.0,-1,W,74-77,3.0,5.0,0.0,0.4900662251655629,Saturday,Sep
"Sunday, Sep 25",W,75-78,3.0,25389.0,1,L,74-78,3.0,-1.0,0.0,0.4868421052631579,Sunday,Sep
"Tuesday, Sep 27",W,76-78,3.0,24218.0,2,W,75-78,3.0,1.0,0.0,0.49019607843137253,Tuesday,Sep
"Wednesday, Sep 28",W,77-78,3.0,22663.0,3,W,76-78,3.0,2.0,0.0,0.4935064935064935,Wednesday,Sep
"Thursday, Sep 29",W,78-78,3.0,24112.0,4,W,77-78,3.0,3.0,0.0,0.4967741935483871,Thursday,Sep
"Friday, Sep 30",W,79-78,3.0,28478.0,5,W,78-78,3.0,4.0,0.0,0.5,Friday,Sep
"Saturday, Oct 1",L,79-79,3.0,30630.0,-1,W,79-78,3.0,5.0,0.0,0.5031847133757962,Saturday,Oct
"Sunday, Oct 2",W,80-79,3.0,34824.0,1,L,79-79,3.0,-1.0,0.0,0.5,Sunday,Oct
"Monday, Oct 3",L,80-80,3.0,31687.0,-1,W,80-79,3.0,1.0,1.0,0.5031446540880503,Monday,Oct
"Tuesday, Oct 4",L,80-81,3.0,32884.0,-2,L,80-80,3.0,-1.0,0.0,0.5,Tuesday,Oct
"Wednesday, Oct 5",W,81-81,3.0,32064.0,1,L,80-81,3.0,-2.0,0.0,0.4968944099378882,Wednesday,Oct
"Monday, Apr 6",W,1-0,1.0,49043.0,1,,0-0,,,,,Monday,Apr
"Tuesday, Apr 7",L,1-1,2.0,22626.0,-1,W,1-0,1.0,1.0,0.0,1.0,Tuesday,Apr
"Wednesday, Apr 8",W,2-1,2.0,21642.0,1,L,1-1,2.0,-1.0,0.0,0.5,Wednesday,Apr
"Thursday, Apr 9",W,3-1,2.0,45159.0,2,W,2-1,2.0,1.0,0.0,0.6666666666666666,Thursday,Apr
"Friday, Apr 10",L,3-2,2.0,40015.0,-1,W,3-1,2.0,2.0,0.0,0.75,Friday,Apr
"Saturday, Apr 11",L,3-3,3.0,42823.0,-2,L,3-2,2.0,-1.0,0.0,0.6,Saturday,Apr
"Sunday, Apr 12",L,3-4,5.0,40184.0,-3,L,3-3,3.0,-2.0,0.0,0.5,Sunday,Apr
"Monday, Apr 13",L,3-5,5.0,42019.0,-4,L,3-4,5.0,-3.0,0.0,0.42857142857142855,Monday,Apr
"Tuesday, Apr 14",L,3-6,5.0,41051.0,-5,L,3-5,5.0,-4.0,0.0,0.375,Tuesday,Apr
"Wednesday, Apr 15",L,3-7,5.0,41188.0,-6,L,3-6,5.0,-5.0,0.0,0.3333333333333333,Wednesday,Apr
"Thursday, Apr 16",L,3-8,5.0,41545.0,-7,L,3-7,5.0,-6.0,0.0,0.3,Thursday,Apr
"Friday, Apr 17",L,3-9,5.0,41550.0,-8,L,3-8,5.0,-7.0,0.0,0.2727272727272727,Friday,Apr
"Saturday, Apr 18",W,4-9,5.0,41756.0,1,L,3-9,5.0,-8.0,0.0,0.25,Saturday,Apr
"Sunday, Apr 19",L,4-10,5.0,41528.0,-1,W,4-9,5.0,1.0,0.0,0.3076923076923077,Sunday,Apr
"Tuesday, Apr 21",W,5-10,5.0,41386.0,1,L,4-10,5.0,-1.0,0.0,0.2857142857142857,Tuesday,Apr
"Wednesday, Apr 22",W,6-10,5.0,42259.0,2,W,5-10,5.0,1.0,0.0,0.3333333333333333,Wednesday,Apr
"Thursday, Apr 23",W,7-10,5.0,41240.0,3,W,6-10,5.0,2.0,1.0,0.375,Thursday,Apr
"Friday, Apr 24",L,7-11,5.0,31453.0,-1,W,7-10,5.0,3.0,1.0,0.4117647058823529,Friday,Apr
"Saturday, Apr 25",W,8-11,5.0,36474.0,1,L,7-11,5.0,-1.0,0.0,0.3888888888888889,Saturday,Apr
"Monday, Apr 27",L,8-12,5.0,46704.0,-1,W,8-11,5.0,1.0,0.0,0.42105263157894735,Monday,Apr
"Tuesday, Apr 28",W,9-12,5.0,50161.0,1,L,8-12,5.0,-1.0,0.0,0.4,Tuesday,Apr
"Wednesday, Apr 29",L,9-13,5.0,53285.0,-1,W,9-12,5.0,1.0,0.0,0.42857142857142855,Wednesday,Apr
"Friday, May 1",W,10-13,5.0,41507.0,1,L,9-13,5.0,-1.0,0.0,0.4090909090909091,Friday,May
"Saturday, May 2",W,11-13,4.0,41287.0,2,W,10-13,5.0,1.0,1.0,0.43478260869565216,Saturday,May
"Sunday, May 3",W,12-13,3.0,41516.0,3,W,11-13,4.0,2.0,0.0,0.4583333333333333,Sunday,May
"Monday, May 4",W,13-13,3.0,41278.0,4,W,12-13,3.0,3.0,0.0,0.48,Monday,May
"Tuesday, May 5",W,14-13,2.0,41358.0,5,W,13-13,3.0,4.0,0.0,0.5,Tuesday,May
"Wednesday, May 6",L,14-14,3.0,41060.0,-1,W,14-13,2.0,5.0,0.0,0.5185185185185185,Wednesday,May
"Thursday, May 7",L,14-15,3.0,41367.0,-2,L,14-14,3.0,-1.0,0.0,0.5,Thursday,May
"Friday, May 8",W,15-15,3.0,41413.0,1,L,14-15,3.0,-2.0,0.0,0.4827586206896552,Friday,May
"Saturday, May 9",L,15-16,3.0,42285.0,-1,W,15-15,3.0,1.0,0.0,0.5,Saturday,May
"Sunday, May 10",W,16-16,3.0,41889.0,1,L,15-16,3.0,-1.0,0.0,0.4838709677419355,Sunday,May
"Tuesday, May 12",W,17-16,2.0,20468.0,2,W,16-16,3.0,1.0,1.0,0.5,Tuesday,May
"Wednesday, May 13",L,17-17,3.0,20725.0,-1,W,17-16,2.0,2.0,0.0,0.5151515151515151,Wednesday,May
"Thursday, May 14",L,17-18,3.0,21792.0,-2,L,17-17,3.0,-1.0,0.0,0.5,Thursday,May
"Friday, May 15",W,18-18,3.0,39867.0,1,L,17-18,3.0,-2.0,0.0,0.4857142857142857,Friday,May
"Saturday, May 16",W,19-18,2.0,40889.0,2,W,18-18,3.0,1.0,0.0,0.5,Saturday,May
"Sunday, May 17",W,20-18,2.0,39209.0,3,W,19-18,2.0,2.0,0.0,0.5135135135135135,Sunday,May
"Tuesday, May 19",W,21-18,2.0,41392.0,4,W,20-18,2.0,3.0,0.0,0.5263157894736842,Tuesday,May
"Wednesday, May 20",W,22-18,2.0,41920.0,5,W,21-18,2.0,4.0,0.0,0.5384615384615384,Wednesday,May
